plaza,cantidad_plazas,remuneracion_min,remuneracion_max
JEFE DE CONTROL DE INVERSION PUBLICA,1,"32,286","32,286"
JEFE DE CONTROL DE MATERIALES,1,"32,286","32,286"
JEFE DE CONTROL DE PERSONAL,1,"42,130","42,130"
JEFE DE CONTROL SALARIAL,1,"32,286","32,286"
JEFE DE CULTURA PARA LA IGUALDAD Y NO DISCRIMINACION,1,"25,078","25,078"
JEFE DE DEPARTAMENTO,8,"22,832","38,852"
JEFE DE DEPARTAMENTO A,9,"16,725","16,725"
JEFE DE DEPARTAMENTO ADMINISTRATIVO Y DE SERVICIOS DE PUBLICACIONES,1,"22,453","22,453"
JEFE DE DEPARTAMENTO DE CONTROL DE OBLIGACIONES,1,"22,453","22,453"
JEFE DE DEPARTAMENTO DE EJECUCION,1,"25,078","25,078"
JEFE DE DEPARTAMENTO DE INGRESOS DIVERSOS Y FINANCIAMIENTO,1,"17,088","17,088"
JEFE DE DEPARTAMENTO DE INTEGRACION SOCIAL,1,"18,297","18,297"
JEFE DE DEPARTAMENTO DE LO CONTENCIOSO,1,"36,155","36,155"
JEFE DE DEPARTAMENTO DE MANTENIMIENTO,1,"17,654","17,654"
JEFE DE DEPARTAMENTO DE NOTIFICACION,1,"25,078","25,078"
JEFE DE DEPARTAMENTO DE PROGRAMAS FEDERALES,2,"17,213","17,654"
JEFE DE DEPARTAMENTO DE PUBLICACIONES DE REMATES,1,"22,453","22,453"
JEFE DE DEPARTAMENTO DE REMATES,2,"22,453","22,453"
JEFE DE DEPARTAMENTO DE TELECOMUNICACIONES,1,"28,072","28,072"
JEFE DE DEPARTAMENTO DE TOPOGRAFIA Y ESTUDIOS BASICOS,1,"36,155","36,155"
JEFE DE DEPARTAMENTO DEL SISTEMA 066,1,"28,072","28,072"
JEFE DE DEPARTAMENTO JURIDICO,5,"18,297","18,297"
JEFE DE DEPARTAMENTO NIVEL 11,10,"14,733","14,733"
JEFE DE DEPARTAMENTO NIVEL 12,21,"15,347","15,347"
JEFE DE DEPARTAMENTO NIVEL 13,10,"16,246","16,246"
JEFE DE DEPARTAMENTO NIVEL 14,21,"17,654","17,654"
JEFE DE DEPARTAMENTO NIVEL 15,58,"15,425","20,272"
JEFE DE DEPARTAMENTO NIVEL 16,41,"17,213","22,832"
JEFE DE DEPARTAMENTO NIVEL 17,49,"19,532","25,729"
JEFE DE DEPARTAMENTO NIVEL 18,23,"22,186","22,832"
JEFE DE DEPARTAMENTO OPERATIVO,1,"22,453","22,453"
JEFE DE DEPARTAMENTO TECNICO,5,"18,297","18,297"
JEFE DE DESARROLLO DE PLATAFORMAS TECNOLOGICAS,1,"19,759","19,759"
JEFE DE DESARROLLO DE SISTEMAS,6,"22,453","22,453"
JEFE DE DESARROLLO INSTITUCIONAL DEL CEPAJ,1,"22,453","22,453"
JEFE DE DIFUSION Y DIVULGACION DE LA CIENCIA,1,"32,286","32,286"
JEFE DE DISEÑO,15,"25,078","25,078"
JEFE DE DISEÑO A,4,"28,072","28,072"
JEFE DE DIVULGACION DE LA CULTURA DE PROPIEDAD INTELECTUAL,1,"32,286","32,286"
JEFE DE DPTO DE SERV PRIVADOS DE SEGURIDAD,1,"18,297","18,297"
JEFE DE EDUCACION SUPERIOR TECNOLOGICA,1,"32,286","32,286"
JEFE DE ENLACE CON MUNICIPIOS E INSTANCIAS GUBERNAMENTALES,1,"32,286","32,286"
JEFE DE ENSENANZA SECUNDARIA FORANEO.,2,"26,913","116,782"
JEFE DE ENSENANZA SECUNDARIA TECNICA FORANEO,27,"26,913","91,236"
JEFE DE ESTACIONAMIENTOS,1,"22,453","22,453"
JEFE DE ESTRATEGIA DIGITAL,1,"32,286","32,286"
JEFE DE ESTUDIOS SOCIALES,1,"28,072","28,072"
JEFE DE EVALUACION,1,"32,286","32,286"
JEFE DE EVALUACION DE PROYECTOS,1,"32,286","32,286"
JEFE DE EVALUACION Y SEGUIMIENTO,1,"25,078","25,078"
JEFE DE FORMACION DE CAPACIDADES,1,"32,286","32,286"
JEFE DE FOTO Y VIDEO,7,"25,078","25,078"
JEFE DE FOTO Y VIDEO A,3,"28,072","28,072"
JEFE DE FOTO Y VIDEO B,1,"32,286","32,286"
JEFE DE GABINETE,1,"147,342","147,342"
JEFE DE GESTION DE GOBIERNO,1,"32,286","32,286"
JEFE DE GESTION DE SEGURIDAD,1,"32,286","32,286"
JEFE DE GESTION DE TRANSPORTE ESCOLAR,1,"25,078","25,078"
JEFE DE GESTION Y CAPTACION DE FONDOS,1,"28,072","28,072"
JEFE DE IMPLEMENTACION,1,"28,072","28,072"
JEFE DE IMPLEMENTACION TERRITORIAL,1,"32,286","32,286"
JEFE DE INFORMACION,1,"18,297","18,297"
JEFE DE INFORMACION ESTADISTICA Y COBERTURA DE ASEGURAMIENTO,1,"28,072","28,072"
JEFE DE INFORMACION FUNDAMENTAL,1,"25,078","25,078"
JEFE DE INFORMACION Y ESTADISTICA,1,"32,286","32,286"
JEFE DE INFORMATICA,1,"32,286","32,286"
JEFE DE INSTRUMENTOS JURIDICOS,1,"32,286","32,286"
JEFE DE INVESTIGACION APLICADA,1,"32,286","32,286"
JEFE DE INVESTIGACION Y EPIDEMIOLOGIA DE CEPAJ,1,"22,453","22,453"
JEFE DE INVESTIGACION Y POSGRADO,1,"32,286","32,286"
JEFE DE LA UNIDAD ADMINISTRATIVA DE SANIDAD E INOCUIDAD ACUICOLA Y PESQUERA,1,"36,155","36,155"
JEFE DE LA UNIDAD ADMINISTRATIVA DE SANIDAD E INOCUIDAD AGRICOLA,1,"36,155","36,155"
JEFE DE LA UNIDAD ADMINISTRATIVA DE SANIDAD E INOCUIDAD PECUARIA,1,"36,155","36,155"
JEFE DE LA UNIDAD DE ENLACE FEDERAL Y ASUNTOS INTERNACIONALES,1,"137,143","137,143"
JEFE DE LA UNIDAD DEPARTAMENTAL DE AUDITORIAS,1,"22,832","22,832"
JEFE DE LEVANTAMIENTO TERRITORIAL,1,"25,078","25,078"
JEFE DE LO CONSULTIVO,1,"28,072","28,072"
JEFE DE LO CONTENCIOSO,1,"28,072","28,072"
JEFE DE LOGISTICA,1,"22,453","22,453"
"JEFE DE MESA ""A""",6,"7,670","7,670"
JEFE DE MINERIA DE DATOS,1,"36,155","36,155"
JEFE DE MISION CULTURAL,3,"12,215","12,215"
JEFE DE MISION CULTURAL MAESTRO NORMALISTA URBANO TITULADO,7,"13,603","23,696"
JEFE DE MONITOREO,1,"28,072","28,072"
JEFE DE MULTITRAMITE,1,"25,078","25,078"
JEFE DE OFICINA,402,"8,367","22,453"
"JEFE DE OFICINA ""A""",2,"10,824","10,824"
JEFE DE OFICINA A,58,"12,545","16,725"
JEFE DE OFICINA B,1,"17,088","17,088"
JEFE DE OFICINA C,1,"18,297","18,297"
JEFE DE OFICINA DE LA COORDINACION,1,"42,130","42,130"
JEFE DE OFICINA DE PUBLICACIONES,1,"25,078","25,078"
JEFE DE OFICINA DE RECAUDACION FISCAL A,12,"18,297","18,297"
JEFE DE OFICINA DE RECAUDACION FISCAL B,9,"17,088","17,088"
JEFE DE OFICINA DE RECAUDACION FISCAL C,83,"16,725","16,725"
JEFE DE OFICINA RECAUDADORA,13,"22,453","22,453"
JEFE DE ORDENAMIENTO ECOLOGICO Y TERRITORIAL,1,"38,852","38,852"
JEFE DE PADRON DE PROVEEDORES,1,"25,078","25,078"
JEFE DE PARTICIPACION SOCIAL,1,"25,078","25,078"
JEFE DE PLANEACION A,2,"32,286","32,286"
JEFE DE PLANEACION B,1,"28,072","28,072"
JEFE DE PLANEACION DE TRANSPORTE ESCOLAR,2,"28,072","28,072"
JEFE DE PLANEACION E,1,"19,759","19,759"
JEFE DE PLANEACION ESTRATEGICA AMBIENTAL,1,"28,072","28,072"
JEFE DE PLATAFORMA NACIONAL DE TRANSPARENCIA E INFORMACION FUNDAMENTAL DE LAS UNIDADES,1,"22,453","22,453"
JEFE DE POLITICA CULTURAL Y COMUNITARIA,1,"28,072","28,072"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE LA FISCALIA,1,"19,759","19,759"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE TRANSPARENCIA,1,"18,297","18,297"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE TRANSPARENCIA DE LA CONTRALORIA,1,"19,759","19,759"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE TRANSPARENCIA DE LA COORDINACION DE GABINETE DE G,1,"22,453","22,453"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE TRANSPARENCIA DE LA COORDINACION DE GABINETE DE S,1,"19,759","19,759"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE TRANSPARENCIA DE LA COORDINACION DE GABINETE ECO,1,"19,759","19,759"
JEFE DE PORTAL Y PLATAFORMA NACIONAL DE TRANSPARENCIA DE LA COORDINACION DE GABINETE SOC,1,"19,759","19,759"
JEFE DE PROCEDIMIENTOS DE RESPONSABILIDAD LABORAL,1,"25,078","25,078"
JEFE DE PROCEDIMIENTOS JUDICIALES,1,"32,286","32,286"
JEFE DE PROCEDIMIENTOS Y PROCESOS ADMINISTRATIVOS,1,"32,286","32,286"
JEFE DE PROCESOS DE ASISTENCIA SOCIAL,1,"36,155","36,155"
JEFE DE PROCESOS Y SISTEMAS,1,"38,852","38,852"
JEFE DE PROGRAMAS COMPENSATORIOS Y DE APOYO,1,"25,078","25,078"
JEFE DE PROGRAMAS DE INNOVACION SOCIAL,1,"32,286","32,286"
JEFE DE PROTECCION A DATOS,2,"18,297","18,297"
JEFE DE PROTECCION DE DATOS DE LA CONTRALORIA,1,"19,759","19,759"
JEFE DE PROTECCION DE DATOS DE LA COORDINACION DE GABINETE DE GESTION DEL TERRITORIO,1,"22,453","22,453"
JEFE DE PROTECCION DE DATOS DE LA COORDINACION DE GABINETE ECONOMICA,1,"19,759","19,759"
JEFE DE PROTECCION DE DATOS DE LA COORDINACION DE GABINETE SOCIAL,1,"19,759","19,759"
JEFE DE PROTECCION DE DATOS PERSONALES DE LA COORDINACION DE GABINETE DE SEGURIDAD PUBLIC,1,"19,759","19,759"
JEFE DE PROTECCION DE DATOS PERSONALES DE LA FISCALIA,1,"19,759","19,759"
JEFE DE PROYECTOS DE PROPIEDAD INTELECTUAL,1,"28,072","28,072"
JEFE DE PROYECTOS ESPECIALES,1,"22,453","22,453"
JEFE DE PROYECTOS ESPECIALES A,1,"25,078","25,078"
JEFE DE PROYECTOS Y CAPACITACION,1,"32,286","32,286"
JEFE DE RECURSOS FINANCIEROS,2,"28,072","28,072"
JEFE DE RECURSOS FINANCIEROS A,1,"25,078","25,078"
JEFE DE RECURSOS HUMANOS,1,"25,078","25,078"
JEFE DE RECURSOS HUMANOS A,2,"28,072","28,072"
JEFE DE RECURSOS MATERIALES,3,"25,078","25,078"
JEFE DE RECURSOS MATERIALES A,1,"28,072","28,072"
JEFE DE REDES SOCIALES,1,"28,072","28,072"
JEFE DE REGISTRO ESTATAL DE FIDEICOMISOS Y ORGANISMOS,1,"28,072","28,072"
JEFE DE REGISTRO ESTATAL DE OPD,1,"28,072","28,072"
JEFE DE RELACIONES INSTITUCIONALES,1,"32,286","32,286"
JEFE DE RELACIONES PUBLICAS DE TURISMO,1,"38,852","38,852"
JEFE DE SECTOR DE EDUCACION PRIMARIA,27,"21,894","43,587"
JEFE DE SECTOR DE EDUCACION PRIMARIA FORANEO.,26,"22,114","71,064"
JEFE DE SECTOR DE EDUCACION PRIMARIA FORANEO. 2DA PLAZA,26,"20,601","26,881"
JEFE DE SEGUIMIENTO DE SOLICITUDES DE INFORMACION,1,"25,078","25,078"
JEFE DE SEGUIMIENTO PROGRAMATICO PRESUPUESTAL,1,"32,286","32,286"
JEFE DE SELECCION DE PERSONAL Y TRABAJO SOCIAL,1,"18,297","18,297"
JEFE DE SERVICIOS,1,"22,453","22,453"
JEFE DE SERVIDORES,1,"32,286","32,286"
JEFE DE SISTEMAS,1,"32,286","32,286"
JEFE DE SOPORTE TECNICO,1,"19,759","19,759"
JEFE DE SUPERVISION PARA LA FISCALIZACION,1,"28,072","28,072"
JEFE DE TELEFONIA,1,"32,286","32,286"
JEFE DE TRANSPARENCIA PROACTIVA Y BUEN GOBIERNO,1,"19,759","19,759"
JEFE DE UNIDAD DE COMPRAS,1,"17,654","17,654"
JEFE DE UNIDAD DE FAUNA SILVESTRE,1,"28,072","28,072"
JEFE DE UNIDAD DEL ORGANO INTERNO DE CONTROL,1,"28,072","28,072"
JEFE DE UNIDAD DEPARTAMENTAL ATN A ENTES FISCALIZAD DE REC EST CTA PUB,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE ARCHIVOS DOCUMENTOS AGRARIOS,1,"22,453","22,453"
JEFE DE UNIDAD DEPARTAMENTAL DE ASESORIA FORMACION Y PROYECTOS,1,"19,759","19,759"
JEFE DE UNIDAD DEPARTAMENTAL DE AUDITORIA DE FONDOS Y PROG FEDERALES,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE AUDITORIA INTERNA DE INGR EN LA DEP,2,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE BANCA ELECTRONICA,1,"32,286","32,286"
JEFE DE UNIDAD DEPARTAMENTAL DE CHEQUES Y VALORES,1,"32,286","32,286"
JEFE DE UNIDAD DEPARTAMENTAL DE DEUDORES DEL ERARIO,1,"32,286","32,286"
JEFE DE UNIDAD DEPARTAMENTAL DE ESTADISTICA VALUACION Y CARTOGRAFIA,1,"19,759","19,759"
JEFE DE UNIDAD DEPARTAMENTAL DE EVALUACION DEL PRESUPUESTO,1,"28,072","28,072"
JEFE DE UNIDAD DEPARTAMENTAL DE GASTO INVERSION PUBLICA,1,"32,286","32,286"
JEFE DE UNIDAD DEPARTAMENTAL DE IMPUESTOS COORDINADOS,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE IMPUESTOS ESTATALES,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE INFORMATICA,1,"28,072","28,072"
JEFE DE UNIDAD DEPARTAMENTAL DE NOMINA EDUCACION SUBSIST INTEGRADO,1,"32,286","32,286"
JEFE DE UNIDAD DEPARTAMENTAL DE PROGRAMACION,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE RECURSOS MAT Y SERVICIOS,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE RENDICION DE CTAS Y PARTICIP FEDERALES,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE SISTEMAS CONTABLES,1,"25,078","25,078"
JEFE DE UNIDAD DEPARTAMENTAL DE SUBSIDIOS PROGRAM ESPEC Y PARTICIP,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL DE ANALISIS Y EVALUACION PRESUPUESTAL,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL DE CONCILIACION Y ARBITRAJE,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE CONCILIACION Y ARBITRAJE A,1,"28,072","28,072"
JEFE DE UNIDAD DEPTAL DE CONCILIACIONES BANCARIAS,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE CUENTA PUBLICA E IMPUESTOS,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL DE DIGITALIZACION Y ARCHIVO,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE GABINETE Y DICTAMENES,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE GLOSA DE CUENTAS,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE IDENTIF DE MCIA DE PROCED EXTRANJ,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE NOMINA EDUCACION SUBSIST ESTATAL,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL DE NOMINA RESTO DEL EJECUTIVO,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL DE NOTIFICACION,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE POLITICAS Y CONTROL PRESUPUESTAL,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL DE PROCEDIMIENTOS LEGALES Y MEDIDAS DE APREMIO,1,"25,078","25,078"
JEFE DE UNIDAD DEPTAL DE REVISION Y CONTROL DOCUMENTAL,1,"32,286","32,286"
JEFE DE UNIDAD DEPTAL TECNICO DE INTERVENC Y REMATES,1,"22,453","22,453"
JEFE DE VEHICULOS,1,"25,078","25,078"
JEFE DE VERIFICACION DE COMPROBANTES FISCALES,1,"25,078","25,078"
JEFE DE VINCULACION A,1,"28,072","28,072"
JEFE DE VINCULACION ADMINISTRATIVA,1,"32,286","32,286"
JEFE DE VINCULACION CON OPD,1,"38,852","38,852"
JEFE DE VINCULACION CON OSC,1,"25,078","25,078"
JEFE DE VINCULACION DE CEPAJ,1,"19,759","19,759"
JEFE DE VINCULACION METROPOLITANA,2,"22,453","22,453"
JEFE DE VINCULACION METROPOLITANA GUADALAJARA,1,"22,453","22,453"
JEFE DE VINCULACION METROPOLITANA TLAJOMULCO,1,"22,453","22,453"
JEFE DE VINCULACION METROPOLITANA TLAQUEPAQUE,1,"22,453","22,453"
JEFE DE VINCULACION METROPOLITANA TONALA,1,"22,453","22,453"
JEFE DE VINCULACION METROPOLITANA ZAPOPAN,1,"22,453","22,453"
JEFE DE VINCULACION PROGRAMATICA,1,"32,286","32,286"
JEFE DE VINCULACION REGIONAL ALTOS NORTE,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL ALTOS SUR,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL CIENEGA,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL COSTA SIERRA MADRE OCCIDENTAL,1,"22,453","22,453"
JEFE DE VINCULACION REGIONAL COSTA SUR,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL LAGUNAS,1,"22,453","22,453"
JEFE DE VINCULACION REGIONAL NORTE,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL SIERRA DE AMULA,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL SUR,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL SURESTE,1,"18,297","18,297"
JEFE DE VINCULACION REGIONAL VALLES,1,"18,297","18,297"
JEFE DE VINCULACION Y POLITICAS PUBLICAS,1,"28,072","28,072"
JEFE DE ZONA,1,"25,078","25,078"
JEFE DE ZONA C,1,"36,155","36,155"
JEFE DE ZONA DE SUPERVISION DE EDUCACION INDIGENA.,3,"22,114","22,114"
JEFE DE ZONA DE SUPERVISION DE EDUCACION INDIGENA. 2DA PLAZA,1,"20,601","20,601"
JEFE DEL COMITE DE ADQUISICIONES,1,"32,286","32,286"
JEFE DEL DEPTO. DE PLANEACION DE TECNOLOGIAS E INFORMACION,1,"20,272","20,272"
JEFE DEL SISTEMA ESTATAL DE EMPRENDIMIENTO,1,"32,286","32,286"
JEFE DEPARTAMENTAL DE INFORMATICA,2,"22,453","22,453"
JEFE EN COMERCIO EXTERIOR,1,"28,072","28,072"
JEFE EN COMPETITIVIDAD INTERNACIONAL,1,"28,072","28,072"
JEFE EN MERCADOS ASIA - PACIFICO,1,"28,072","28,072"
JEFE JURIDICO,1,"25,078","25,078"
JEFE JURIDICO A,1,"28,072","28,072"
JEFE U DEPTAL DE INFORMACION DE ORG PUB DESCENTRALIZADOS,1,"25,078","25,078"
JEFE U DEPTAL DE INGRESOS Y EGRESOS EN DEPEND DEL EJEC,1,"22,453","22,453"
JEFE U DEPTAL DE NORMATIVIDAD Y VINCULACION,1,"19,759","19,759"
JEFE UNIDAD DEPTAL DE MONITOREO Y ATN A MANIFESTACIONES,1,"22,453","22,453"
JEFE UNIDAD DEPTAL DE REC FINANCIEROS Y CONTROL PRESUP,1,"25,078","25,078"
JURIDICO ESPECIALIZADO,2,"25,078","25,078"
LIDER DE PROYECTO DE INVESTIGACION,7,"19,759","19,759"
MAESTRA DE JARDIN DE NINOS,3161,"8,401","10,962"
MAESTRA DE JARDIN DE NINOS DE TIEMPO COMPLETO MIXTO TITULADA,1,"16,048","16,048"
MAESTRA DE JARDIN DE NINOS EN EL DISTRITO FEDERAL.,3,"8,401","11,426"
MAESTRA DE JARDIN DE NINOS FORANEA.,7324,"8,401","43,206"
"MAESTRO ""A"" DE MISION CULTURAL",83,"10,229","10,229"
"MAESTRO ""B"" DE MISION CULTURAL",3,"10,694","13,987"
"MAESTRO ""C"" DE MISION CULTURAL",12,"11,403","14,413"
MAESTRO BILINGUE DE EDUCACION PREESCOLAR INDIGENA,75,"8,401","33,112"
MAESTRO BILINGUE DE EDUCACION PRIMARIA DE 3/4 DE TIEMPO EN C,2,"11,090","11,090"
MAESTRO BILINGUE DE EDUCACION PRIMARIA INDIGENA,291,"8,401","33,112"
MAESTRO DE ADIESTRAMIENTO DE PRIMARIA FORANEO.,0,336,336
MAESTRO DE EDUCACION ESPECIAL,2239,"8,762","45,069"
MAESTRO DE EDUCACION ESPECIAL DE 3/4 DE TIEMPO EN CURSO CON,5,"8,853","15,004"
MAESTRO DE EDUCACION PARA JOVENES Y ADULTOS,22,"8,401","10,963"
MAESTRO DE ENSENANZAS ARTISTICAS DE INTERNADO DE PRIMARIA F,0,335,335
MAESTRO DE ESCUELA DE EXPERIMENTACION PEDAGOGICA FORANEO.,46,"8,761","45,069"
MAESTRO DE GRUPO DE PRIMARIA,12847,"8,401","10,962"
MAESTRO DE GRUPO DE PRIMARIA DE 3/4 DE TIEMPO EN CURSO CON F,46,"8,401","14,470"
MAESTRO DE GRUPO DE PRIMARIA DE TIEMPO COMPLETO MIXTO TITULA,4,"16,048","16,048"
MAESTRO DE GRUPO DE PRIMARIA EN EL DISTRITO FEDERAL.,1,"8,401","8,401"
MAESTRO DE GRUPO DE PRIMARIA FORANEO.,19490,"8,401","43,206"
MAESTRO DE PRIMARIA NO TITULADO,147,"8,038","10,584"
MAESTRO DE PRIMARIA NOCTURNA,12,"6,207","6,207"
MAESTRO DE TALLER FORANEO,2,"8,175","8,175"
MAESTRO PSICOLOGO ORIENTADOR PARA EDUCACION ESPECIAL,441,"8,761","34,533"
MAESTRO PSICOLOGO ORIENTADOR PARA EDUCACION ESPECIAL DE 3/4,1,"11,466","11,466"
MAESTRO TEC B,14,"11,495","11,495"
MAESTRO TEC C,25,"12,300","12,300"
MAESTRO TEC. ARTES GRAFIC.,7,"5,977","5,977"
MAESTRO TEC. ARTES Y OFIC.,12,"7,855","7,855"
MAESTRO TÉCNICO,466,"8,444","11,122"
MAESTRO TÉCNICO COORD.,15,"8,814","8,814"
MAGISTRADO,2,"58,645","58,645"
MAGISTRADO PRESIDENTE,1,"73,783","73,783"
MECANICO,14,"12,942","12,942"
MECANICO AEREO,3,"42,130","42,130"
MECANICO AEREO DE SECRETARIA,4,"36,323","36,323"
MECANICO DE EQUIPO DE IMPRENTA,1,"15,937","15,937"
MECANICO DE MAQUINARIA PESADA,3,"13,809","13,809"
"MECANOGRAFA ""A""",2,"6,263","6,263"
MEDICO,21,"6,400","18,297"
MEDICO A,7,"12,545","16,725"
MEDICO E.I.I.P.,47,"8,444","11,122"
MEDICO ESPECIALISTA A,1,"18,702","18,702"
MEDICO ESPECIALISTA EN MEDICINA DEL TRABAJO,1,"19,759","19,759"
MEDICO GENERAL A,16,"16,492","16,492"
MENSAJERO,10,"9,069","12,091"
MENSAJERO A,1,"16,725","16,725"
MENSAJERO DE HOLOGRAMAS,1,"11,691","11,691"
MENSAJERO DEL TRIBUNAL,1,"15,525","15,525"
MTRA DE JARDIN DE NINOS DE 3/4 DE TIEMPO EN CURSO CON FORTAL,14,"8,492","14,470"
MTRA. JARD. DE N. NO. T. C.C.,16,"8,038","10,584"
MTRA. JARD. DE NIÑOS NO. T.,18,"8,038","8,038"
MTRO COORD DE GABINETE C,3,"13,050","13,050"
MTRO. DE ADIES. PRIM. 10 H.,496,"5,809","5,809"
MTRO. DE PRIM. NO. T. C.C.,150,"8,038","10,584"
MTRO. DE PRIM. NOCT. 3/4,8,"6,207","6,207"
MTRO. DE PRIM. NOCT. NO. T.,11,"6,136","6,136"
MTRO. ED. ESP. NO. T. C.C.,54,"8,038","10,584"
MUSEOGRAFO,2,"11,952","11,952"
MUSICO A,23,"11,644","11,644"
MUSICO B,15,"11,110","11,110"
NINERA ESPECIALIZADA,24,"7,902","7,902"
NIÑERA,1683,"6,999","8,237"
NIÑERA ESPECIALIZADA,52,"6,999","8,237"
NOTIFICADOR,59,"9,409","12,545"
NOTIFICADOR JURIDICO,18,"14,812","14,812"
OFICIAL DE MANTENIMIENTO MECANICO,2,"7,712","7,712"
OFICIAL DE PARTES,2,"9,706","12,942"
OFICIAL DE REINSERCION SOCIAL,12,"25,078","25,078"
OFICIAL DE SEGURIDAD PUBLICA,21,"18,297","18,297"
"OFICIAL DE SERVICIOS ""A""",27,"6,587","6,587"
OFICIAL DE SERVICIOS B,42,"6,291","6,291"
OFICIAL DE SERVICIOS C,59,"6,291","6,291"
"OFICIAL DE SERVICIOS ESPECIALIZADOS ""A""",3,"8,060","8,060"
OFICIAL DE SERVICIOS Y MANTENIMIENTO,311,"6,905","8,020"
OFICIAL MAYOR DE ED. SEC.,87,"9,864","13,040"
OFICIAL MAYOR DE GOBIERNO,1,"73,783","73,783"
OFICIAL MAYOR NOTIFICADOR,9,"16,725","16,725"
OFICIAL TECNICO EN RADIO Y TELEVISION,2,"7,534","7,534"
OPERADOR DE CABINA,2,"14,812","14,812"
OPERADOR DE ENLACE 066,71,"16,489","16,489"
OPERADOR DE EQUIPO,12,"7,214","7,214"
OPERADOR DE EQUIPO DE COMPUTO,16,"11,644","15,525"
OPERADOR DE EQUIPO DE COMUNICACIONES,1,"6,905","6,905"
OPERADOR DE EQUIPO DE IMPRENTA,9,"11,952","15,937"
OPERADOR DE MAQUINARIA PESADA,26,"15,525","15,525"
"OPERADOR DE MAQUINAS DE REPRODUCCION ""A""",2,"7,304","7,304"
OPERADOR DE TRANSMISION,1,"10,750","10,750"
ORIENTADOR DE COMUNIDAD DE PROMOCION INDIGENA,1,"8,401","8,401"
ORIENTADOR TURISTICO,5,"14,812","14,812"
PAGADOR,4,"15,525","15,525"
PALEOGRAFO,2,"11,110","14,812"
PEDAGOGO E.I.I.P.,49,"8,444","11,122"
PELUQUERO,1,"12,091","12,091"
PEON,7,"12,545","12,545"
PERITO A,402,"16,725","16,725"
PERITO B,9,"11,952","15,937"
PERITO C,1,"17,088","17,088"
PERITO DE FISCALIA,15,"13,723","18,297"
PERITO EN LENGUAS MATERNAS Y CULTURA INDIGENA DE JALISCO,4,"16,725","16,725"
PERITO ITINERANTE,43,"16,725","16,725"
PERITO VALUADOR,4,"25,078","25,078"
PERSONAL DE MONTAJE,7,"25,078","25,078"
PILOTO,2,"58,645","58,645"
PILOTO DE SECRETARIA,5,"60,901","60,901"
PLAZA COMPLEM. INSPEC. GRAL. DE SECTOR JARDIN DE N. FOR. D/T,12,"17,131","18,209"
PLAZA COMPLEM. INSPECTOR ZONA DE ENS. PRIMARIA DOBLE TURNO,156,"14,160","19,784"
PLAZA COMPLEM. JEFE DE SECTOR DE EDUC. PRIMARIA FORANEO D/T,25,"17,131","18,209"
PLAZA COMPLEM. SUPERVISOR DE EDUCACION ESPECIAL FORANEO D/T,16,"16,684","19,784"
PLAZA COMPLEMENTARIA DE INSPECT JARDIN DE N. FORANEO DOBLE T,109,"14,160","19,784"
PLAZA COMPLEMENTARIA INSPECTOR DE SECUNDARIA DT,27,"18,997","27,209"
POLICIA,2033,"14,370","14,370"
POLICIA 1ERO,1,"15,192","15,192"
POLICIA A,159,"17,088","17,088"
POLICIA CUSTODIO,1796,"14,775","14,775"
POLICIA CUSTODIO 1O,49,"18,297","18,297"
POLICIA CUSTODIO 3O,165,"16,489","16,489"
