plaza,cantidad_plazas,remuneracion_min,remuneracion_max
SECRETARIO PARTICULAR DE GENERAL DE GOBIERNO,1,"62,664","62,664"
SECRETARIO PARTICULAR DE LA FISCALIA DE DERECHOS HUMANOS,1,"27,098","27,098"
SECRETARIO PARTICULAR DE LA FISCALIA GENERAL,2,"50,402","50,402"
SECRETARIO PARTICULAR DE LA FISCALIA REGIONAL,1,"27,098","27,098"
SECRETARIO PARTICULAR DE LA SEPAF,1,"56,094","56,094"
SECRETARIO PARTICULAR DE MOVILIDAD,1,"50,402","50,402"
SECRETARIO PARTICULAR DE PLANEACION Y EVALUACION,1,"37,358","37,358"
SECRETARIO PARTICULAR DE TRABAJO Y PREVISION SOCIAL,1,"37,358","37,358"
SECRETARIO PARTICULAR DE TURISMO,1,"37,358","37,358"
SECRETARIO PARTICULAR DEL COMISIONADO DE SEGURIDAD PUBLICA,1,"27,098","27,098"
SECRETARIO PARTICULAR DEL GOBERNADOR,1,"132,526","132,526"
SECRETARIO PARTICULAR DEL MEDIO AMBIENTE,1,"37,358","37,358"
SECRETARIO PARTICULAR DEL PROCURADOR SOCIAL,1,"37,358","37,358"
SECRETARIO PRIVADO,1,"70,017","70,017"
SECRETARIO PRIVADO AUXILIAR,1,"33,687","33,687"
SECRETARIO PRIVADO DEL C GOBERNADOR,1,"78,235","78,235"
SECRETARIO TEC. CONSEJO INTERINSTIT. DE INVESTIG. EDUCATIVA,1,"22,186","22,186"
SECRETARIO TECNICO DE EDUC MEDICA Y SOCIAL DE SEGURIDAD,1,"33,687","33,687"
SECRETARIO TECNICO DE LA JEFATURA DE GABINETE,1,"78,235","78,235"
SECRETARIO TECNICO DE SALUD,1,"30,410","30,410"
SECRETARIO TECNICO DE SEDECO,1,"30,410","30,410"
SECRETARIO TECNICO DEL CONSEJO,1,"45,490","45,490"
SECRETARIO TECNICO DEL CONSEJO DE SALUD,3,"45,490","45,490"
SOBRESTANTE,2,"11,725","11,725"
SOLISTA,8,"11,337","11,337"
SOPORTE ADMINISTRATIVO DE SALUD,14,"9,939","9,939"
SOPORTE TECNICO EN SISTEMAS,39,"15,905","15,905"
SOPORTE TECNICO EN SISTEMAS Y SERVICIOS,2,"15,905","15,905"
SOPORTE TECNICO EN SISTEMAS Y SERVICIOS A,1,"15,905","15,905"
SOPRANO,7,"9,743","9,743"
SRIA EJECUTIVA P/LA COM SIST ESTATAL PROT A NIÑEZ Y ADOLESC,1,"30,410","30,410"
SRIO EJECUTIVO DEL CONSEJO ESTATAL DE SEGURIDAD PUBLICA,1,"81,072","81,072"
SRIO EJECUTIVO P/ IMPLEMENT DEL NVO SISTEMA DE JUSTICIA,1,"88,435","88,435"
SRIO ESPECIALIZADO DE LA AGENCIA DEL MINISTERIO PUBLICO,51,"17,636","17,636"
SRIO GENERAL DE LA JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,1,"50,402","50,402"
SRIO TECNICO P/LA COM EJECUTIVA ESTATAL DE ATEN A VICTIMAS,1,"62,664","62,664"
SRIO. DE COMIS. ESC.,1,"6,213","6,213"
SUBDELEGADO REGIONAL,19,"34,578","34,578"
SUBDELEGADO REGIONAL A,8,"19,239","19,239"
"SUBDIRECTOR ACADEMICO DE PRIMARIA, FORANEO",6,"11,369","11,369"
SUBDIRECTOR DE AREA NIVEL 20,1,"27,627","27,627"
SUBDIRECTOR DE COMUNICACION SOCIAL,3,"19,239","19,239"
SUBDIRECTOR DE ESCUELA NORMAL,10,"17,564","17,564"
"SUBDIRECTOR DE GESTION ESCOLAR DE PRIMARIA, FORANEO",12,"11,369","11,369"
SUBDIRECTOR DE INVESTIGACION,12,"17,564","17,564"
SUBDIRECTOR DE POLICIA INVESTIGADORA,1,"34,578","34,578"
SUBDIRECTOR DE POLICIA INVESTIGADORA A,1,"37,358","37,358"
SUBDIRECTOR DE SEC. GRAL. 2 TURNOS,180,"15,551","37,555"
SUBDIRECTOR DE SEC. GRAL. DE 1 TURNO,20,"15,551","20,295"
SUBDIRECTOR SECRETARIO DE ESCUELA SECUNDARIA TECNICA FORANE,108,"23,363","79,199"
SUBDIRECTOR SECRETARIO DE SECUNDARIA FORANEA.,166,"23,363","77,650"
SUBDIRECTOR SECRETARIO DE SECUNDARIA NOCTURNA FORANEA.,1,"23,363","23,363"
SUBINSPECTOR DE SEGURIDAD PUBLICA,18,"22,233","22,233"
SUBINSPECTOR DE VIALIDAD,52,"22,233","22,233"
SUBJEFE DE OFICINA A,12,"15,905","15,905"
SUBJEFE DE OFICINA B,14,"15,117","15,117"
SUBJEFE EDUC. FIS. DEPORTIVA,2,"5,901","5,901"
SUBOFICIAL,68,"16,868","16,868"
SUBOFICIAL DE VIALIDAD,24,"16,269","16,269"
SUBPROCURADOR DE DEFENSORIA DE OFICIO,1,"78,235","78,235"
SUBPROCURADOR DE REPRESENTACION SOCIAL,1,"78,235","78,235"
SUBPROCURADOR DE SERVICIOS JURIDICOS ASISTENCIALES,1,"78,235","78,235"
SUBPROCURADOR FISCAL DEL ESTADO,1,"62,664","62,664"
SUBSECRETARIO DE ADMINISTRACION,1,"109,148","109,148"
SUBSECRETARIO DE ASUNTOS DEL INTERIOR,1,"109,148","109,148"
SUBSECRETARIO DE ASUNTOS JURIDICOS,1,"109,148","109,148"
SUBSECRETARIO DE ENLACE LEGISLATIVO Y CONCERTACION SOCIAL,1,"109,148","109,148"
SUBSECRETARIO DE FINANZAS,1,"109,148","109,148"
SUBSECRETARIO DE PARTICIPACION SOCIAL Y CIUDADANA,1,"109,148","109,148"
SUBSECRETARIO DE PLANEACION Y EVALUACION,1,"109,148","109,148"
SUPERVISION DE SECCION,3,"13,512","13,512"
SUPERVISOR,29,"7,240","13,512"
SUPERVISOR B,1,"12,989","12,989"
SUPERVISOR DE ALIMENTOS,7,"12,989","12,989"
SUPERVISOR DE ALMACEN,10,"13,512","13,512"
SUPERVISOR DE AREA TECNICA,14,"11,930","15,905"
SUPERVISOR DE AUDITORES,48,"16,102","16,102"
SUPERVISOR DE AUDITORES A,33,"17,636","17,636"
SUPERVISOR DE CAJEROS,1,"13,512","13,512"
SUPERVISOR DE CUADRILLA,1,"15,905","15,905"
SUPERVISOR DE EDUCACION ESPECIAL,16,"17,333","33,111"
SUPERVISOR DE EDUCACION ESPECIAL FORANEO.,12,"19,071","61,285"
SUPERVISOR DE EDUCACION ESPECIAL FORANEO. 2DA PLAZA,12,"17,663","23,047"
SUPERVISOR DE MEDIDAS CAUTELARES,7,"15,375","15,375"
SUPERVISOR DE OBRA PUBLICA A,40,"15,905","15,905"
SUPERVISOR DE OBRA PUBLICA B,3,"15,117","15,117"
SUPERVISOR DE OPERACION,9,"15,905","15,905"
SUPERVISOR DE SEGUIMIENTO DE ACUERDOS REPARATORIOS,7,"16,102","16,102"
SUPERVISOR DE TRABAJO SOCIAL,1,"17,636","17,636"
SUPERVISOR DEL PROGRAMA DE ESCUELAS DE TIEMPO COMPLETO,1,"15,425","15,425"
SUPERVISOR GENERAL OPERATIVO,9,"19,539","19,539"
SUPERVISOR INGENIERO RESIDENTE DE OBRA,7,"16,102","16,102"
SUPERVISOR PROYECTISTA,8,"15,905","15,905"
"TAQUIMECANOGRAFA ""A""",2,"6,002","6,002"
TECNICO A,112,"9,233","12,308"
TECNICO ADMINISTRATIVO,141,"9,233","12,308"
TECNICO ASISTENTE NIVEL 13 JORNADA DE 30 HRS,1,"11,078","11,078"
TECNICO AUXILIAR,17,"9,233","12,308"
TECNICO B,164,"9,091","12,122"
"TECNICO BIBILOTECARIO ESPECIALIZADO ""A""",10,"9,666","9,666"
TECNICO BIBLIOTECARIO,326,"7,240","12,122"
"TECNICO BIBLIOTECARIO ""A""",3,"8,121","8,121"
TECNICO BIBLIOTECARIO A,13,"10,135","10,135"
TECNICO BIBLIOTECARIO B,126,"9,743","9,743"
TECNICO CONTABLE,2,"15,905","15,905"
TECNICO DE APOYO,9,"7,240","8,295"
TECNICO DE ASISTENCIA SOCIAL,3,"14,133","14,133"
TECNICO DE RELACIONES INTERNACIONALES,1,"14,217","14,217"
TECNICO DE TURISMO,7,"14,705","14,705"
TECNICO DE VIVEROS,16,"8,796","11,725"
"TECNICO DOCENTE ASIGNATURA ""A"" (ES) DE CAPACITACION Y MEJOR",0,261,261
"TECNICO DOCENTE ASOCIADO ""A"" (E.S.) DE CAPACITACION Y MEJORA",1,"6,064","6,064"
"TECNICO DOCENTE EN NORMAL SUPERIOR O BASICA ASOCIADO ""B"" T",1,"13,400","13,400"
TECNICO EN COMUNICACION,2,"14,705","14,705"
TECNICO EN CONTROL DE CONFIANZA,1,"16,102","16,102"
TECNICO EN CONTROL DE CONFIANZA A,1,"15,905","15,905"
TECNICO EN DESARROLLO SOCIAL,1,"17,636","17,636"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL,2,"21,675","21,675"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL A,8,"19,239","19,239"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL B,2,"17,636","17,636"
TECNICO EN DESARROLLO SOCIAL Y CULTURAL C,3,"15,905","15,905"
TECNICO EN DISEÑO,9,"9,743","12,989"
TECNICO EN INFORMATICA,33,"11,337","15,117"
TECNICO EN MANTENIMIENTO,1,"14,217","14,217"
TECNICO EN PLANEACION,1,"16,102","16,102"
TECNICO EN SALUD,1,"12,122","12,122"
TECNICO EN SEGURIDAD LABORAL,8,"15,905","15,905"
TECNICO EN SEÑALAMIENTOS Y DISPOSITIVOS VIALES,61,"12,989","12,989"
TECNICO EN TELECOMUNICACIONES,3,"19,239","19,239"
TECNICO ESPECIALISTA,52,"9,743","12,989"
TECNICO ESPECIALISTA AMBIENTAL,68,"16,102","16,102"
TECNICO ESPECIALISTA EN DISEÑO GRAFICO,1,"16,102","16,102"
TECNICO ESPECIALISTA NIVEL 6,6,"11,160","11,160"
TECNICO ESPECIALIZADO,104,"10,333","15,905"
TECNICO ESPECIALIZADO A,243,"11,337","15,117"
TECNICO ESPECIALIZADO EN PLANEACION,1,"14,133","14,133"
TECNICO ESPECIALIZADO EN SEGURIDAD,1,"19,239","19,239"
TECNICO ESPECIALIZADO NIVEL 13,5,"14,768","14,768"
TECNICO INFORMATICO,1,"11,458","11,458"
TECNICO JUDICIAL,6,"19,539","19,539"
TECNICO LIQUIDADOR,1,"11,458","11,458"
TECNICO MEDIO,186,"7,558","8,529"
TECNICO MEDIO EN IMPRENTA,1,"6,934","6,934"
TECNICO PISCICOLA,15,"12,989","12,989"
TECNICO PROGRAMADOR,12,"11,930","15,905"
TECNICO RECURSOS HUMANOS EN DELEGACION,1,"11,458","11,458"
TECNICO SUPERIOR,62,"8,417","9,083"
"TECNICO SUPERIOR ""A""",1,"8,417","8,417"
TECNICO SUPERVISOR,1,"10,133","10,133"
TECNOLOGO B,5,"9,740","9,740"
TECNOLOGO C,11,"10,422","10,422"
TECNOLOGO G.,691,"8,225","10,728"
TENOR,4,"9,743","9,743"
TITULAR DEL AREA DE ANALISIS DE CONTEXTO,1,"56,094","56,094"
"TITULAR DEL AREA DE ANALISIS, GESTION Y PROCESAMIENTO DE INFORMACION",1,"56,094","56,094"
TOPOGRAFO,2,"15,117","15,117"
TORRERO,8,"11,271","11,271"
TRABAJADOR SOCIAL E.I.I.P.,52,"8,084","10,648"
TRABAJADORA SOCIAL,617,"7,412","15,905"
TRABAJADORA SOCIAL EN AREA MEDICA A,16,"9,939","9,939"
TRAMITADOR REGIONAL,1,"13,992","13,992"
TRAMOYISTA,13,"15,117","15,117"
VALIDADOR DE ACUERDOS REPARATORIOS,5,"16,102","16,102"
VELADOR,13,"8,455","11,271"
VERIFICADOR,3,"12,122","12,122"
VERIFICADOR EN TURISMO,6,"14,705","14,705"
VIGILANTE,9,"8,455","11,271"
VISOR DE CAMPAMENTO,6,"11,271","11,271"
VOCAL,4,"6,469","6,469"
